fno,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
631,7,7,10,20,5,4,10,1,7,9,11,9,3,5,5,2,6,10,5,9,9
632,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,1,1,0,0
633,0,0,0,1,2,0,2,0,0,1,1,0,0,0,1,1,2,1,1,0,1
634,3,3,2,1,2,3,2,1,2,0,6,4,1,1,3,1,2,2,2,3,0
635,2,3,2,2,0,4,2,1,0,1,4,1,0,1,3,0,2,4,1,2,1
636,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1
637,0,0,0,0,1,2,0,0,1,0,1,0,1,2,1,0,2,0,0,2,0
638,3,2,2,3,0,3,4,2,0,0,1,2,2,0,1,1,2,4,1,1,3
639,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,1,1,0,1,1,0
640,1,2,2,0,1,2,0,0,2,2,2,0,0,1,0,1,0,1,0,1,1
641,2,2,3,1,4,2,5,4,0,3,3,1,6,0,0,2,2,1,1,3,3
642,4,0,0,3,3,1,1,3,1,3,4,1,0,3,1,3,1,3,4,3,2
643,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,2,1,0,2,0,4,2,0,0,1,1,0,2,4,1,2,5,1,3,3,2
645,3,2,0,3,3,4,5,1,0,1,2,0,2,5,3,3,7,2,4,4,4
646,2,2,3,1,4,2,5,3,0,3,3,1,6,0,0,2,2,1,1,3,3
647,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
648,2,2,4,3,4,2,1,2,2,1,0,4,2,2,1,0,3,3,0,1,3
649,3,3,1,2,4,2,2,0,2,1,3,1,2,5,3,3,4,3,2,1,1
650,3,1,3,1,1,5,1,7,4,2,2,1,4,2,3,2,3,4,4,1,0
651,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,2,0,0
652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
653,1,0,1,0,0,0,2,0,2,2,0,0,0,2,0,1,0,0,0,1,0
654,3,5,3,2,1,1,2,1,0,3,7,3,3,2,1,1,2,1,1,0,2
655,3,3,1,1,4,4,0,2,0,1,3,3,2,5,0,3,2,1,4,1,3
656,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,4,3,6,6,4,6,3,4,4,6,3,3,2,0,4,2,4,3,3,7,5
658,0,2,2,0,1,0,0,1,0,1,0,0,2,3,0,2,1,1,1,1,1
659,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
660,0,3,3,2,3,2,6,4,0,0,0,0,1,2,3,3,3,1,2,3,2
661,2,4,3,0,4,5,3,2,1,4,3,4,2,1,1,1,3,5,5,5,5
662,4,1,3,3,6,5,4,6,2,5,4,2,4,4,6,2,1,4,3,2,4
663,1,0,2,2,0,1,0,0,2,0,1,1,2,0,0,2,0,2,0,1,0
664,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
666,4,2,5,3,2,6,7,9,6,4,7,2,4,4,3,2,5,6,1,5,2
667,0,0,3,0,0,0,0,2,0,0,2,1,1,0,0,1,1,0,0,0,1
668,3,1,7,5,4,10,8,7,9,6,2,5,7,5,1,2,3,8,5,3,6
669,5,5,6,11,2,3,7,1,4,3,8,5,2,4,4,0,4,5,4,7,7
670,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
672,9,6,4,3,3,3,5,1,5,3,4,3,4,9,0,10,7,3,5,7,8
673,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,0,0,1,4,1,2,2,1,3,1,1,3,2,2,4,0,0,3,0,1,2
676,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
677,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0
680,1,0,0,1,2,0,1,3,0,2,1,0,0,0,0,2,0,1,1,0,1
681,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1
682,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
683,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
684,1,1,0,1,2,2,3,2,5,3,0,1,1,3,3,2,3,1,2,2,2
685,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,2,0,1,1,0,0,0,0,3,3,0,1,3,2,2,2,0,3,2,1,0
687,1,1,1,2,0,0,1,2,0,1,1,0,1,0,1,1,0,2,1,2,0
688,0,7,5,2,5,3,3,5,7,5,8,5,8,3,2,4,2,5,6,3,5
689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
690,3,3,4,0,5,0,1,3,3,8,3,3,5,1,1,5,1,1,1,2,5
691,1,0,0,1,2,3,0,1,2,1,2,1,0,0,4,1,2,0,4,3,1
692,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,1,1,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0
694,6,5,8,13,3,3,7,1,6,5,9,7,2,4,4,1,4,7,4,7,8
695,3,1,1,0,0,1,3,0,1,5,2,0,0,1,0,0,3,3,1,2,0
696,1,1,0,1,0,1,0,2,0,1,0,0,1,1,2,3,1,0,1,3,0
697,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
698,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2,1,3,2,2,0,1,1,2,0,0,2,2,1,0,0,2,3,0,0,1
701,0,1,1,1,2,2,0,1,0,1,0,2,0,1,1,0,1,1,0,1,2
702,0,2,1,0,2,0,1,1,1,3,2,2,1,2,3,2,1,2,0,3,2
703,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
704,2,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
705,1,2,3,3,2,0,3,1,1,1,0,6,1,0,1,4,3,5,2,1,2
706,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,1,0,4,1,2,2,2,3,3,3,2,2,2,5,2,1,3,3,4,2,2
708,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,1,0,0
709,4,0,0,3,4,2,1,3,2,3,6,2,0,3,1,3,1,3,4,4,3
710,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1
711,2,0,2,0,1,1,0,0,1,0,2,3,1,1,0,0,1,1,0,1,1
712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
713,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0
714,5,9,6,8,7,4,4,7,4,4,2,4,6,2,2,8,8,4,5,1,2
715,0,1,3,1,2,4,2,1,2,3,0,3,2,2,0,2,4,4,2,4,0
716,2,3,4,5,3,4,1,2,1,1,2,0,1,0,3,2,3,1,1,4,3
717,0,0,1,0,0,1,0,1,0,0,0,1,1,3,0,0,1,1,1,0,2
718,1,0,1,2,2,2,0,2,2,3,2,2,1,0,1,0,0,2,0,1,3
719,2,3,4,4,2,4,1,2,0,1,1,1,2,3,2,2,4,2,2,3,4
720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721,1,0,1,1,1,1,0,1,1,3,1,2,1,0,0,0,0,2,0,0,2
722,4,1,1,3,3,3,0,1,2,2,4,4,2,1,5,6,4,5,4,1,3
723,1,1,1,0,1,0,1,0,0,4,1,0,0,0,0,2,0,2,0,0,0
724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
725,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
726,4,1,1,3,3,3,1,1,2,2,4,4,2,3,6,7,4,5,5,1,3
727,1,1,2,3,2,4,3,0,5,2,2,2,1,0,2,0,0,4,1,1,1
728,3,3,3,2,0,0,3,3,1,2,3,3,2,3,4,4,3,2,2,3,1
729,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0
730,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
731,4,0,2,3,4,2,1,5,3,4,6,4,5,4,6,1,5,6,5,6,2
732,0,3,3,5,1,4,3,5,5,2,0,4,2,4,2,2,1,1,1,3,5
733,2,2,2,0,1,1,0,0,1,0,2,2,3,2,1,0,0,1,0,3,2
734,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,0,1,0,0,0,1,1,1,0,2,1,2,0,1,0,1,2,1,1,1,0
736,1,2,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1
737,1,1,3,1,1,2,5,1,1,4,0,1,0,2,3,2,2,3,1,1,1
738,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
739,1,0,0,0,1,1,0,1,1,3,1,1,2,0,0,1,1,0,1,0,1
740,4,1,1,2,1,2,3,2,0,1,3,3,5,1,1,4,2,0,3,2,2
741,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
742,0,0,0,1,3,0,0,0,0,3,1,2,0,0,2,0,1,0,2,0,2
743,0,1,1,1,1,0,3,3,0,0,1,1,0,1,0,1,1,1,0,0,0
744,3,4,2,5,2,3,2,4,0,1,1,0,2,8,2,3,0,3,0,0,3
745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,0,1,1,4,1,0,3,0,0,2,0,1,0,1,0,0,0,0,0,1,0
748,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,2,1,1,5,2,3,6,3,1,2,2,2,4,3,2,0,4,4,4,1,2
750,3,2,2,7,3,2,3,2,5,0,2,5,2,3,1,4,2,1,0,4,2
751,4,6,4,0,2,2,1,1,1,1,2,2,1,4,2,2,0,5,2,3,2
752,1,1,0,1,0,0,1,1,1,1,1,1,3,2,4,0,2,1,4,3,1
753,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
754,0,4,1,2,1,0,1,0,0,2,4,1,1,0,1,1,0,1,0,0,1
755,1,1,1,3,1,1,0,0,1,1,2,1,1,0,1,1,2,2,0,1,1
756,0,0,0,2,2,1,0,0,2,1,1,1,0,0,1,2,2,0,1,1,1
757,1,1,2,1,0,0,0,2,1,3,0,1,1,0,0,2,0,1,1,0,1
758,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
759,2,2,1,1,0,0,1,1,1,2,1,1,3,2,4,0,2,1,4,3,1
760,2,2,4,0,0,3,2,2,5,3,1,3,0,0,0,1,1,4,2,1,4
761,0,1,3,1,3,1,1,0,2,3,1,2,4,1,2,0,4,0,1,1,1
762,2,3,0,1,0,2,0,2,1,1,1,0,1,2,2,2,3,0,1,1,1
763,0,2,1,1,0,1,0,0,3,1,1,0,0,2,1,0,1,0,1,0,0
764,7,4,9,8,5,0,9,3,6,3,3,3,5,3,6,7,6,1,4,4,7
765,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
766,6,5,8,13,3,3,7,1,6,6,9,7,2,4,4,1,4,8,4,7,8
767,0,1,0,0,0,0,0,1,0,0,2,0,1,1,1,1,0,0,0,0,0
768,3,6,2,5,7,6,10,4,8,4,9,7,2,7,6,9,5,4,4,3,7
769,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
771,4,0,0,1,1,1,0,2,1,2,0,3,2,2,2,0,1,3,0,0,2
772,2,1,2,1,3,0,2,1,1,2,4,2,1,1,0,3,1,0,2,1,1
773,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
774,2,2,1,8,1,3,4,1,4,0,2,2,4,2,1,2,1,1,2,1,2
775,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
776,1,3,1,1,1,0,1,2,1,0,2,2,0,1,1,0,1,1,0,1,1
777,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
779,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
780,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0
781,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2,1
782,1,4,1,0,2,2,2,3,1,2,1,0,2,0,1,2,1,1,1,1,1
783,5,6,0,4,2,4,1,4,0,3,4,3,3,2,1,2,2,2,3,5,5
784,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
786,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
787,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
788,4,0,2,1,0,2,3,2,0,3,1,0,1,1,1,1,0,1,0,0,0
789,1,1,3,1,1,2,5,1,1,4,0,2,0,2,3,2,2,4,1,1,1
790,2,4,4,4,2,1,4,3,5,1,1,6,1,2,3,4,2,4,3,4,3
791,2,2,1,1,1,1,0,1,1,0,2,0,1,2,1,0,2,1,0,0,0
792,0,1,0,0,0,0,0,1,0,0,2,0,2,3,0,0,0,1,2,0,1
793,0,0,1,1,1,0,0,1,0,0,0,1,0,1,2,1,0,3,0,0,1
794,3,1,2,0,1,1,1,2,2,2,0,2,1,4,5,2,4,0,3,1,5
795,4,1,4,2,1,4,7,2,1,6,1,1,0,1,4,1,2,5,1,1,1
796,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
797,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,1,1,0,0,0,2,2,0,0,1,0,0,2,2,0,1,2,1,1,0,0
799,2,2,1,2,2,0,3,1,2,1,1,0,0,2,0,2,0,0,4,1,1
800,3,3,2,4,1,0,5,5,1,0,3,1,4,7,0,3,2,4,6,2,7
801,0,0,1,1,3,0,2,0,1,0,1,2,2,2,1,2,1,3,3,3,0
802,4,4,3,1,5,5,2,3,4,7,8,2,4,5,2,1,0,3,5,4,6
803,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
804,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
805,3,2,2,7,3,2,3,2,5,0,2,5,2,3,1,4,2,1,0,4,2
806,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
807,0,2,4,2,3,0,2,0,1,0,1,1,1,1,0,4,1,3,3,1,3
808,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
809,4,3,5,1,1,0,9,0,1,6,5,2,3,2,3,4,2,1,1,1,2
810,1,2,1,4,3,1,2,1,0,3,1,2,2,0,0,0,1,1,1,4,1
811,0,0,0,1,2,0,2,0,0,1,0,0,0,0,0,1,1,1,1,0,1
812,0,2,1,0,1,0,0,1,0,1,0,0,2,3,0,2,1,1,1,1,1
813,1,2,1,4,2,0,0,1,3,1,1,2,3,0,1,0,1,3,2,4,1
814,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,1,0
815,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,2,1,0,0
816,3,2,0,2,1,4,3,1,0,0,1,0,2,5,2,2,6,1,3,4,3
817,2,1,2,0,0,3,0,0,0,0,1,0,1,2,0,0,0,0,2,0,0
818,1,3,2,0,1,2,0,2,0,2,0,0,2,3,4,3,0,0,1,2,1
819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,0,0,2,2,0,1,1,1,0,2,1,3,0,0,1,0,0,0,0,1,1
821,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,0,1,0,1,0,0
822,4,4,0,2,1,3,3,3,2,2,2,3,5,1,2,2,4,0,3,2,1
823,2,1,2,2,2,1,5,1,1,2,2,3,2,2,1,1,2,1,1,0,2
824,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
825,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0
826,3,3,1,2,0,1,1,3,0,3,1,1,2,2,0,2,0,1,1,0,1
827,3,6,3,1,2,2,1,2,2,1,2,3,4,5,3,2,2,5,5,6,3
828,5,1,2,5,6,3,1,3,2,3,7,3,0,3,1,4,1,3,8,6,3
829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
832,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
833,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
834,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
835,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
836,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,2,2
837,0,0,2,1,2,1,0,1,0,0,0,1,1,0,2,0,1,1,1,2,1
838,3,3,6,4,2,1,5,5,4,1,3,1,2,1,5,3,1,3,4,6,8
839,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
840,1,3,0,1,1,1,0,2,1,2,2,1,0,0,0,1,0,1,1,0,0
841,5,4,1,4,1,2,3,3,2,4,5,3,4,0,6,0,4,2,1,4,2
842,0,4,3,2,2,0,2,0,1,1,3,2,2,2,4,2,4,3,1,3,1
843,0,2,1,0,1,0,0,1,0,1,0,0,2,3,0,2,1,1,1,1,1
844,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1
845,2,1,3,0,2,5,2,0,0,1,1,1,1,3,2,4,1,3,3,3,0
846,0,0,0,1,1,1,0,1,0,1,3,2,0,2,1,0,0,0,1,3,3
847,4,2,3,5,1,5,3,4,2,2,3,2,3,0,0,0,0,3,0,1,0
848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
849,4,2,2,1,5,6,2,3,2,3,5,0,5,5,1,2,1,2,3,5,1
850,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
851,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
852,4,2,4,2,5,3,2,2,7,6,6,2,4,4,2,0,2,3,5,5,8
853,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
855,3,0,0,1,1,0,0,2,2,3,1,2,0,0,1,0,3,1,2,0,1
856,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
857,2,2,0,1,1,1,2,1,3,0,2,1,3,3,2,1,0,0,1,3,1
858,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
859,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
860,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
861,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
864,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
865,1,1,1,1,1,3,0,4,2,3,0,4,2,2,0,2,3,3,1,2,1
866,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
867,5,1,5,2,1,4,8,3,1,7,1,2,1,3,4,3,2,5,1,1,1
868,2,0,2,2,1,2,2,0,1,2,2,3,2,2,1,0,2,1,1,3,3
869,6,5,8,13,3,3,7,1,6,6,9,7,2,4,4,1,4,8,5,7,8
870,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
871,2,1,1,1,2,1,0,1,2,0,1,3,1,1,0,2,2,1,1,0,1
872,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,2,0
873,6,1,0,1,3,0,2,1,2,1,1,5,3,2,3,0,1,3,1,1,2
874,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0
875,3,1,3,1,5,1,5,2,1,2,2,1,3,0,0,2,3,2,1,1,4
876,5,4,3,2,4,3,5,4,5,4,4,2,4,4,2,4,2,3,4,1,4
877,1,0,0,0,1,1,0,1,0,1,3,1,1,1,0,1,0,0,1,3,5
878,2,2,6,4,2,3,8,2,1,4,2,2,2,2,1,2,3,2,4,2,3
879,3,0,2,4,4,1,5,2,3,5,2,4,5,3,3,1,2,3,6,6,3
880,2,1,3,1,1,2,5,1,1,4,0,2,1,2,3,2,2,4,1,1,1
881,5,1,5,2,1,4,8,3,1,7,1,1,1,2,4,2,2,4,1,1,1
882,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0
883,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
884,1,1,0,3,1,0,2,1,2,1,2,1,0,1,0,0,1,4,1,2,5
885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
886,3,6,5,1,2,3,5,4,5,2,4,3,1,0,2,1,0,2,6,3,3
887,1,0,0,1,2,0,0,2,1,2,1,2,1,0,2,2,1,0,2,0,2
888,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
890,1,2,1,0,1,1,0,2,1,1,0,0,0,1,0,0,0,1,0,1,1
891,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0
892,5,1,5,2,1,4,6,3,1,7,1,1,1,2,4,2,2,5,1,1,1
893,2,2,4,0,0,3,2,2,5,3,1,3,0,0,0,1,1,4,2,1,4
894,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
895,5,3,3,10,2,6,4,8,4,5,10,3,5,3,6,6,8,4,5,1,6
896,1,0,0,1,2,0,0,3,1,2,2,2,1,0,2,2,1,0,2,0,2
897,1,0,1,0,1,1,0,2,0,1,0,2,1,2,0,1,1,1,0,1,1
898,2,2,0,1,3,2,3,1,1,3,2,2,1,2,1,1,4,2,0,1,0
899,1,1,2,3,2,1,6,3,0,4,0,1,1,1,0,2,1,2,1,2,0
900,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
901,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
903,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
904,2,0,0,0,2,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0
905,0,2,0,0,0,1,0,3,0,0,0,1,1,1,0,1,2,1,0,1,0
906,1,0,3,0,2,1,2,2,3,3,2,2,1,5,2,1,3,3,4,2,2
907,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
908,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
910,3,3,2,2,3,3,1,2,2,4,1,1,7,2,1,1,3,4,3,2,3
911,0,1,3,0,2,2,1,1,2,1,1,0,2,1,2,4,1,0,2,1,3
912,7,6,9,16,4,4,7,1,7,7,11,8,3,4,5,2,6,10,5,8,9
913,1,0,0,0,1,0,0,1,0,1,2,1,0,3,0,0,0,1,0,1,0
914,0,2,2,2,2,2,6,3,0,0,0,0,1,1,3,2,2,1,2,2,1
915,1,0,0,1,0,0,0,0,1,0,0,0,1,1,2,0,1,2,1,1,1
916,1,0,1,1,0,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0
917,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,2,0,1,0,0,0
918,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
919,6,5,8,13,3,3,7,1,6,6,9,7,2,4,4,1,4,8,4,7,8
920,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0
921,1,1,7,4,2,5,3,0,3,1,2,4,3,2,3,3,3,3,2,2,4
922,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1
923,2,1,1,2,2,0,3,0,1,0,1,0,0,1,0,2,0,0,3,1,1
924,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1
925,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,2,1,2,0,1,2,3,0,3,1,4,2,3,4,2,0,2,2,1,1,3
927,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
928,2,3,4,4,2,3,3,4,4,3,1,2,2,4,3,3,1,4,3,7,2
929,6,5,8,13,3,3,7,1,6,6,9,7,2,4,4,1,4,8,4,7,8
930,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
931,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
933,3,4,4,0,1,5,0,2,0,2,1,0,3,5,4,3,0,0,3,2,1
934,7,2,4,1,3,2,0,6,3,1,3,2,3,1,2,1,2,1,0,1,2
935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
936,7,2,4,1,3,2,0,6,3,1,3,2,3,1,2,1,2,1,0,2,2
937,0,1,3,1,2,3,1,1,1,2,1,0,0,0,0,0,1,2,2,0,1
938,2,3,2,3,2,2,1,1,1,2,1,1,4,4,2,1,0,0,2,0,1
939,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,2
940,2,1,2,2,2,1,5,1,1,2,2,3,2,2,1,1,2,1,1,0,2
941,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,1,0,1,1,0,2
942,1,3,0,1,3,5,0,2,2,0,3,1,1,1,3,1,0,6,6,3,0
943,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,3,4,4,3,3,2,1,1,1,2,3,0,2,2,4,6,5,4,4,5,1
945,1,3,0,1,1,1,0,2,1,2,2,1,0,0,0,1,0,1,1,0,0
946,0,1,0,1,0,0,0,0,1,0,0,2,2,0,1,0,1,1,1,2,1
947,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0,1,0,1
